,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE,Year Sale,Year Build,SALES_PRICE_LAKHS
3347,Chrompet,1060,2012-03-22,44,1,1,3,Family,No,1979-03-31,Commercial,No Sewage,No Access,RH,346987,32530,10843350,2012,1979,10.84
3348,KK Nagar,1601,2009-06-25,133,2,1,4,Family,Yes,1990-06-30,Others,No Sewage,Paved,RH,500480,220211,10009600,2009,1990,10.01
3349,Anna Nagar,1703,2014-05-31,45,1,1,4,Adj Land,Yes,1995-05-06,Commercial,No Sewage,Gravel,RM,689438,301629,21544930,2014,1995,21.54
3350,T Nagar,1812,2007-08-14,129,2,1,5,Abnormal,Yes,1979-08-21,Others,No Sewage,Paved,RL,497676,117100,14637520,2007,1979,14.64
3351,Karapakkam,1145,2010-01-15,145,1,1,3,Abnormal,Yes,1996-01-19,Commercial,No Sewage,No Access,I,453520,92555,9255500,2010,1996,9.26
3352,T Nagar,1678,2015-01-16,39,1,1,4,Adj Land,Yes,1989-01-22,House,No Sewage,No Access,RH,473939,59242,11848470,2015,1989,11.85
3353,Chrompet,1262,2012-03-25,139,2,1,4,Normal Sale,Yes,1987-01-04,Others,All Pub,Gravel,RM,314046,48315,12078690,2012,1987,12.08
3354,Chrompet,1138,2008-05-12,36,1,1,3,Abnormal,No,2000-07-12,Commercial,All Pub,Gravel,RM,446859,72074,14414800,2008,2000,14.41
3355,Anna Nagar,1943,2008-07-08,172,2,1,5,Adj Land,Yes,1995-11-08,Commercial,ELO,No Access,RM,628877,404278,22459910,2008,1995,22.46
3356,Karapakkam,1277,2009-02-10,190,1,1,3,Family,No,1992-06-10,Commercial,All Pub,Paved,RL,455273,84702,10587750,2009,1992,10.59
3357,Anna Nagar,1639,2008-08-15,80,1,1,4,Normal Sale,Yes,1992-08-19,House,ELO,No Access,RH,362663,203998,11333220,2008,1992,11.33
3358,T Nagar,1580,2013-05-01,35,1,1,4,Adj Land,No,2005-07-01,Commercial,No Sewage,Paved,RM,694318,154293,19286610,2013,2005,19.29
3359,T Nagar,1900,2012-07-12,113,2,1,5,Family,Yes,1997-11-12,Commercial,No Sewage,Gravel,RL,887450,266235,22186250,2012,1997,22.19
3360,Karapakkam,698,2011-07-30,110,1,1,2,Normal Sale,Yes,1966-10-08,House,ELO,No Access,A,103928,42221,3247750,2011,1966,3.25
3361,Chrompet,1033,2007-09-13,49,1,1,3,Family,No,1992-09-16,House,No Sewage,Gravel,RH,259560,48668,8111250,2007,1992,8.11
3362,KK Nagar,1969,2012-02-01,150,3,2,5,Normal Sale,No,2003-04-01,Commercial,No Sewage,Gravel,RM,557356,320902,16889580,2012,2003,16.89
3363,Anna Nagar,1847,2006-10-21,30,2,1,5,Abnormal,Yes,1994-10-24,Others,ELO,Paved,RM,614262,261061,15356550,2006,1994,15.36
3364,Velachery,1563,2008-06-09,179,2,1,4,Family,No,1973-09-15,House,ELO,No Access,C,243484,115655,6087100,2008,1973,6.09
3365,Anna Nagar,1756,2014-09-11,24,1,1,4,partial,No,2000-12-11,Others,No Sewage,Gravel,RM,425381,170152,14179360,2014,2000,14.18
3366,Anna Nagar,1698,2011-05-30,9,1,1,4,Abnormal,No,2000-01-06,Others,All Pub,Paved,RM,522633,110028,13753510,2011,2000,13.75
3367,Anna Nagar,1689,2010-04-08,29,1,1,4,Adj Land,No,1980-11-08,Commercial,No Sewage,No Access,RL,650601,167297,18588600,2010,1980,18.59
3368,Anna Nagar,1680,2007-08-17,61,1,1,4,Family,No,1989-08-21,Others,All Pub,Gravel,RL,387645,173772,13367060,2007,1989,13.37
3369,Chrompet,1170,2008-10-01,184,1,1,3,partial,No,1983-01-16,Others,No Sewage,Gravel,RH,294909,107240,8936650,2008,1983,8.94
3370,Karapakkam,1030,2009-10-28,152,1,1,3,partial,No,1967-08-11,Others,ELO,Paved,I,210771,56548,5140750,2009,1967,5.14
3371,Karapakkam,1338,2011-09-16,69,2,2,4,Adj Land,No,1988-09-21,Others,All Pub,No Access,I,325632,115328,6784000,2011,1988,6.78
3372,Adyar,1217,2008-09-11,125,2,2,4,Adj Land,No,1969-11-19,Commercial,No Sewage,Gravel,RL,596351,119270,14908785,2008,1969,14.91
3373,KK Nagar,1984,2009-10-14,6,3,2,5,Abnormal,Yes,1994-10-18,Others,All Pub,Gravel,RM,600245,160065,13338780,2009,1994,13.34
3374,KK Nagar,2322,2009-01-17,40,4,2,6,Family,No,1999-01-20,Commercial,All Pub,Gravel,RH,640454,266856,17790400,2009,1999,17.79
3375,Anna Nagar,1691,2007-02-26,145,1,1,4,Adj Land,No,2002-02-27,House,No Sewage,Paved,RH,414937,59277,11855350,2007,2002,11.86
3376,Anna Nagar,1689,2015-01-15,0,1,1,4,Normal Sale,Yes,1990-01-21,Others,All Pub,Gravel,RM,389833,89961,14993570,2015,1990,14.99
3377,Anna Nagar,1703,2014-09-02,167,1,1,4,Family,Yes,2000-02-13,Others,ELO,No Access,RH,397321,223493,12416270,2014,2000,12.42
3378,Velachery,1828,2004-09-08,142,3,2,5,Family,Yes,1982-08-15,Others,ELO,No Access,A,298084,93684,8516690,2004,1982,8.52
3379,Velachery,1545,2009-06-10,65,2,1,4,partial,No,1980-10-13,Others,ELO,No Access,A,188318,78972,6074780,2009,1980,6.07
3380,Karapakkam,1686,2011-08-03,15,2,2,4,partial,Yes,1981-03-15,Commercial,All Pub,No Access,A,388815,168136,10508500,2011,1981,10.51
3381,Chrompet,1136,2010-01-29,39,1,1,3,Abnormal,No,1990-03-02,Others,All Pub,No Access,RL,246465,123232,8802320,2010,1990,8.8
3382,Velachery,1997,2011-10-25,7,3,2,5,Family,No,1960-06-11,Others,All Pub,Paved,A,327267,142655,8391470,2011,1960,8.39
3383,Adyar,878,2011-03-22,103,1,1,3,Adj Land,No,1983-03-29,Others,ELO,No Access,RM,291605,51460,8576620,2011,1983,8.58
3384,Chrompet,1057,2008-08-07,145,1,1,3,partial,Yes,1984-07-14,Commercial,No Sewage,Gravel,RL,341480,177570,13659200,2008,1984,13.66
3385,Karapakkam,521,2009-07-10,51,1,1,2,partial,No,1985-10-13,Others,ELO,No Access,A,71177,25883,2156875,2009,1985,2.16
3386,Karapakkam,1457,2009-08-22,42,2,2,4,partial,Yes,1973-08-31,House,No Sewage,Paved,RH,248272,186204,7758500,2009,1973,7.76
3387,Adyar,1021,2007-10-09,42,1,1,3,Normal Sale,Yes,1985-09-15,Commercial,ELO,Paved,RM,456993,128529,14281030,2007,1985,14.28
3388,Velachery,1519,2005-09-18,2,2,1,4,partial,Yes,1960-09-29,Commercial,No Sewage,Paved,RH,456776,104406,13050750,2005,1960,13.05
3389,Adyar,724,2010-06-27,126,1,1,2,Abnormal,Yes,2001-06-29,Others,No Sewage,Paved,A,200785,81569,6274535,2010,2001,6.27
3390,KK Nagar,2004,2010-10-19,171,3,2,5,Abnormal,Yes,1983-10-26,Commercial,No Sewage,Paved,RM,521968,156590,17398940,2010,1983,17.4
3391,Chrompet,734,2012-04-04,136,1,1,2,Family,No,1972-04-14,Others,All Pub,No Access,RL,194195,32366,6473180,2012,1972,6.47
3392,T Nagar,1770,2011-09-12,176,1,1,4,Normal Sale,Yes,1998-12-12,House,ELO,Paved,RM,360820,138777,13877710,2011,1998,13.88
3393,Chrompet,814,2012-01-26,194,1,1,3,Normal Sale,No,1994-01-30,House,No Sewage,Paved,RM,211424,105712,8131700,2012,1994,8.13
3394,KK Nagar,1486,2012-09-03,53,2,1,4,Abnormal,Yes,1988-03-15,Commercial,All Pub,Gravel,RL,518331,359952,14398080,2012,1988,14.4
3395,Chrompet,1215,2007-10-29,184,2,1,4,Adj Land,No,1987-03-11,House,No Sewage,Paved,RL,279216,130301,9307200,2007,1987,9.31
3396,Adyar,973,2010-11-29,4,1,1,3,partial,No,2003-01-12,Commercial,ELO,No Access,RH,393869,109408,10940805,2010,2003,10.94
3397,Chrompet,869,2009-04-07,200,1,1,3,Abnormal,Yes,1992-08-07,Others,All Pub,Paved,RL,271854,56246,9374280,2009,1992,9.37
3398,Karapakkam,640,2010-03-07,37,1,1,2,partial,Yes,1969-07-13,Others,ELO,Gravel,C,233940,107223,4873750,2010,1969,4.87
3399,Chrompet,969,2007-02-06,60,1,1,3,Adj Land,No,1983-08-06,Commercial,No Sewage,Gravel,RL,372378,111713,12412600,2007,1983,12.41
3400,KK Nagar,1609,2009-05-11,191,2,1,4,Family,No,1979-11-13,House,No Sewage,Paved,RL,362914,207379,8640800,2009,1979,8.64
3401,KK Nagar,1689,2011-01-27,44,2,1,4,Normal Sale,Yes,1995-01-31,House,All Pub,Paved,RM,380206,234833,11182520,2011,1995,11.18
3402,KK Nagar,1917,2008-01-05,113,3,2,5,partial,No,2000-03-05,Others,No Sewage,Gravel,RM,545003,284350,11847900,2008,2000,11.85
3403,Chrompet,1178,2013-10-04,90,1,1,3,Family,Yes,2005-12-04,Others,No Sewage,Paved,RL,340847,42606,10651460,2013,2005,10.65
3404,Velachery,1530,2010-03-13,69,2,1,4,partial,No,1982-03-20,Commercial,All Pub,Paved,A,360319,141944,10918760,2010,1982,10.92
3405,Velachery,1622,2006-04-22,66,2,1,4,Family,Yes,1981-04-28,Others,No Sewage,Gravel,I,387294,101920,10191950,2006,1981,10.19
3406,Adyar,1013,2011-02-13,153,1,1,3,Abnormal,Yes,1992-02-18,Others,No Sewage,Paved,RM,410912,86508,10813485,2011,1992,10.81
3407,Chrompet,1244,2006-08-11,68,2,1,4,Family,Yes,1981-11-14,Commercial,No Sewage,No Access,RM,426409,249964,14703750,2006,1981,14.7
3408,Velachery,1840,2011-11-12,52,3,2,5,partial,No,1976-12-19,Others,No Sewage,No Access,I,255539,98918,8243200,2011,1976,8.24
3409,T Nagar,1930,2009-04-27,13,2,1,5,Normal Sale,No,1964-08-05,House,ELO,No Access,RL,351818,58636,11727250,2009,1964,11.73
3410,Velachery,1942,2009-07-05,91,3,2,5,Adj Land,No,1984-05-13,House,All Pub,No Access,I,267152,133576,8905050,2009,1984,8.91
3411,Velachery,1722,2004-12-25,108,2,1,4,partial,Yes,1956-07-01,Others,ELO,Gravel,RM,378092,171860,11457330,2004,1956,11.46
3412,Adyar,1182,2006-10-20,187,1,1,3,Abnormal,Yes,1977-10-27,Commercial,No Sewage,Paved,RM,507838,153890,15389035,2006,1977,15.39
3413,Adyar,1246,2009-02-25,44,2,2,4,Abnormal,Yes,1995-01-03,Commercial,No Sewage,Paved,I,460602,43181,14393810,2009,1995,14.39
3414,Chrompet,925,2014-04-10,93,1,1,3,partial,Yes,1994-09-10,House,No Sewage,Paved,RL,270464,25356,8452000,2014,1994,8.45
3415,Karapakkam,1434,2011-05-01,166,2,2,4,Family,No,1974-01-14,House,All Pub,Paved,RH,253251,84417,7034750,2011,1974,7.03
3416,Chrompet,1081,2009-08-13,115,1,1,3,Family,No,1969-08-23,House,No Sewage,Gravel,RM,268332,71555,8944400,2009,1969,8.94
3417,Chrompet,794,2014-04-15,148,1,1,2,Normal Sale,Yes,1989-04-21,Others,All Pub,No Access,RM,252982,61065,8723530,2014,1989,8.72
3418,Adyar,685,2012-03-01,83,1,1,2,partial,No,2002-05-01,Others,No Sewage,Paved,I,206943,42606,6086550,2012,2002,6.09
3419,KK Nagar,2025,2011-10-17,3,3,2,5,Adj Land,No,2003-10-19,Commercial,No Sewage,Gravel,RM,688161,282323,17645160,2011,2003,17.65
3420,Velachery,1581,2009-04-07,161,2,1,4,Abnormal,Yes,1971-07-14,Others,No Sewage,Paved,A,314148,66136,8267060,2009,1971,8.27
3421,KK Nagar,1731,2008-05-09,191,2,1,4,Normal Sale,No,1985-11-09,House,No Sewage,Gravel,RM,451275,102563,10256260,2008,1985,10.26
3422,Karapakkam,1243,2009-05-11,51,1,1,3,Abnormal,Yes,1985-11-11,Commercial,No Sewage,No Access,I,468587,219949,9563000,2009,1985,9.56
3423,Chrompet,1184,2008-03-16,197,1,1,3,Adj Land,Yes,1968-03-26,House,All Pub,Gravel,RH,317773,59582,9930400,2008,1968,9.93
3424,Velachery,1704,2007-11-03,66,2,1,4,Adj Land,No,1980-03-17,House,ELO,Paved,C,257781,156231,7811540,2007,1980,7.81
3425,Adyar,961,2007-10-31,178,1,1,3,Family,Yes,1985-05-11,Others,ELO,No Access,I,281211,85926,7811430,2007,1985,7.81
3426,Karapakkam,610,2011-05-30,108,1,1,2,Normal Sale,No,1990-04-06,Commercial,No Sewage,No Access,I,191979,117321,5332750,2011,1990,5.33
3427,Adyar,640,2009-11-06,77,1,1,2,partial,No,1995-06-15,Commercial,All Pub,No Access,A,212712,51566,6445810,2009,1995,6.45
3428,Karapakkam,1650,2010-09-21,140,2,2,4,Adj Land,No,1997-09-24,Commercial,ELO,Gravel,C,392488,207788,11543750,2010,1997,11.54
3429,Adyar,734,2010-01-02,134,1,1,2,Family,No,1984-08-02,Others,ELO,Gravel,A,199803,27750,5550090,2010,1984,5.55
3430,Chrompet,717,2011-08-28,171,1,1,2,Abnormal,Yes,1997-08-31,Commercial,No Sewage,No Access,RH,240168,115280,9606700,2011,1997,9.61
3431,Karapakkam,1419,2009-07-20,185,2,2,4,partial,No,1976-07-28,House,ELO,Paved,RM,322516,94395,7866250,2009,1976,7.87
3432,KK Nagar,2055,2010-09-01,158,3,2,5,Normal Sale,Yes,1999-12-01,House,No Sewage,Paved,RL,348127,220480,11604220,2010,1999,11.6
3433,Chrompet,1010,2007-06-17,23,1,1,3,partial,Yes,1980-06-23,Others,All Pub,No Access,RL,272116,149225,8777950,2007,1980,8.78
3434,Chrompet,1011,2012-09-26,14,1,1,3,Normal Sale,No,1985-03-10,Commercial,No Sewage,Paved,RH,281296,146274,11251850,2012,1985,11.25
3435,Anna Nagar,1806,2008-07-10,68,2,1,5,Normal Sale,Yes,1976-10-15,Commercial,All Pub,No Access,RH,730011,197300,19730040,2008,1976,19.73
3436,Adyar,1225,2010-12-31,15,2,2,4,Adj Land,No,1990-05-01,Others,All Pub,Paved,A,251805,33574,8393515,2010,1990,8.39
3437,Adyar,1252,2012-09-02,177,2,2,4,Family,Yes,1972-02-19,House,No Sewage,Paved,RH,321922,123088,9468300,2012,1972,9.47
3438,Velachery,1913,2004-12-17,143,3,2,5,partial,Yes,1968-12-26,Commercial,All Pub,No Access,RL,583629,268154,15773770,2004,1968,15.77
3439,Velachery,1729,2008-09-14,17,2,1,4,Normal Sale,Yes,1975-09-23,Others,All Pub,Gravel,RH,379338,100413,11157010,2008,1975,11.16
3440,T Nagar,1717,2011-08-19,49,1,1,4,Adj Land,Yes,1996-08-22,Others,All Pub,Paved,RH,366245,183123,14086360,2011,1996,14.09
3441,Karapakkam,1091,2009-04-11,49,1,1,3,Normal Sale,Yes,1997-07-11,House,ELO,Paved,I,315347,67095,6709500,2009,1997,6.71
3442,KK Nagar,1629,2011-03-23,111,2,1,4,Normal Sale,Yes,2000-03-25,Commercial,All Pub,Paved,RM,574707,124261,15532620,2011,2000,15.53
3443,KK Nagar,1724,2010-08-22,107,2,1,4,Normal Sale,Yes,1996-08-25,Commercial,No Sewage,Paved,RH,503359,133242,14804680,2010,1996,14.8
3444,Chrompet,1198,2012-02-28,29,1,1,3,Adj Land,No,1993-04-03,House,All Pub,Gravel,RH,304354,27669,9222850,2012,1993,9.22
3445,Karapakkam,1329,2011-10-05,109,1,1,3,Abnormal,No,1962-05-22,Others,ELO,No Access,A,180122,107216,4288625,2011,1962,4.29
3446,Anna Nagar,1634,2011-12-27,160,1,1,4,Abnormal,Yes,1991-01-01,Commercial,All Pub,Gravel,RM,661033,351174,20657270,2011,1991,20.66
3447,Karapakkam,979,2010-05-18,27,1,1,3,Normal Sale,Yes,1968-05-28,House,No Sewage,Paved,RM,337636,157040,7852000,2010,1968,7.85
3448,Velachery,1749,2012-03-21,154,2,1,4,Family,No,1971-01-04,Commercial,ELO,Paved,C,398407,261455,12450220,2012,1971,12.45
3449,Karapakkam,1446,2011-11-24,79,2,2,4,partial,No,1981-01-12,Commercial,All Pub,Paved,RL,338535,157983,11284500,2011,1981,11.28
3450,Chrompet,1034,2009-04-28,85,1,1,3,Normal Sale,No,1995-02-05,House,All Pub,Paved,RM,282835,45619,9123700,2009,1995,9.12
3451,T Nagar,1722,2006-10-15,166,1,1,4,Abnormal,No,1992-10-18,House,No Sewage,Gravel,RH,324836,180465,12030980,2006,1992,12.03
3452,Anna Nagar,1978,2010-03-11,121,2,1,5,Normal Sale,No,1994-07-11,Others,No Sewage,No Access,RH,414278,106910,13363810,2010,1994,13.36
3453,Velachery,1529,2009-05-21,184,2,1,4,Abnormal,Yes,1971-05-31,Commercial,No Sewage,No Access,A,421730,177571,11098160,2009,1971,11.1
3454,Chrompet,1074,2008-05-20,72,1,1,3,Adj Land,Yes,1975-05-29,Commercial,All Pub,Paved,RH,421643,65882,13176350,2008,1975,13.18
3455,KK Nagar,2341,2008-05-16,192,4,2,6,Normal Sale,No,1992-05-20,Commercial,No Sewage,Gravel,RL,847638,313258,18426920,2008,1992,18.43
3456,Chrompet,1229,2011-05-19,10,2,1,4,Family,No,2001-05-21,Commercial,All Pub,Paved,RH,349999,94231,13461500,2011,2001,13.46
3457,Chrompet,1215,2006-12-23,177,2,1,4,Abnormal,Yes,1996-12-25,Others,No Sewage,Gravel,RH,268551,64452,10742050,2006,1996,10.74
3458,Anna Nagar,1648,2008-07-11,145,1,1,4,Abnormal,No,1998-10-11,Others,No Sewage,Gravel,RL,485530,202304,13486940,2008,1998,13.49
3459,T Nagar,1795,2013-01-30,51,1,1,4,Family,No,1980-08-02,Others,All Pub,Paved,RM,359336,221130,13820610,2013,1980,13.82
3460,Velachery,1889,2010-06-01,49,3,2,5,partial,No,1981-01-13,Commercial,No Sewage,No Access,RL,445114,311580,14837130,2010,1981,14.84
3461,KK Nagar,1527,2012-03-15,171,2,1,4,Abnormal,Yes,1996-03-19,House,No Sewage,Paved,RM,339897,175099,10299920,2012,1996,10.3
3462,Chrompet,951,2014-08-23,96,1,1,3,Normal Sale,No,1980-08-31,Commercial,No Sewage,No Access,RH,310964,30093,10031100,2014,1980,10.03
3463,T Nagar,1993,2012-10-12,62,2,1,5,Family,Yes,2000-12-13,House,No Sewage,Paved,RH,499629,216056,13503490,2012,2000,13.5
3464,KK Nagar,2329,2009-01-03,2,4,2,6,partial,Yes,2001-03-03,Commercial,All Pub,Gravel,RM,818342,359272,19959560,2009,2001,19.96
3465,Adyar,1094,2009-03-08,1,1,1,3,Family,Yes,1982-10-08,Others,ELO,No Access,C,246928,61732,7716505,2009,1982,7.72
3466,T Nagar,1796,2013-08-11,100,1,1,4,Family,Yes,1980-11-16,House,No Sewage,No Access,RM,477032,116035,12892760,2013,1980,12.89
3467,Chrompet,946,2014-01-30,45,1,1,3,partial,No,1993-04-02,House,All Pub,Paved,RL,234377,70313,7812550,2014,1993,7.81
3468,Velachery,1697,2012-02-28,26,2,1,4,Normal Sale,No,1957-03-13,Others,All Pub,Gravel,RH,316343,143792,9586150,2012,1957,9.59
3469,Anna Nagar,1813,2010-11-10,186,2,1,5,partial,No,1970-10-21,Others,No Sewage,Paved,RH,378073,73175,12195890,2010,1970,12.2
3470,KK Nagar,1656,2008-09-16,55,2,1,4,Normal Sale,Yes,2001-09-18,House,No Sewage,Gravel,RM,428273,208349,11574940,2008,2001,11.57
3471,Anna Nagar,1738,2008-03-27,37,1,1,4,Abnormal,Yes,1996-03-30,Commercial,All Pub,Paved,RM,741809,275529,21194540,2008,1996,21.19
3472,Chrompet,1155,2007-04-16,42,1,1,3,partial,Yes,2003-04-17,House,All Pub,No Access,RM,244550,166294,9782000,2007,2003,9.78
3473,Chrompet,768,2008-11-03,9,1,1,2,partial,No,1977-03-19,Others,No Sewage,No Access,RL,185735,46434,6633410,2008,1977,6.63
3474,Velachery,1818,2011-12-22,125,3,2,5,Family,Yes,1964-03-01,Others,No Sewage,No Access,C,325427,154149,8563860,2011,1964,8.56
3475,Adyar,1199,2007-08-16,190,1,1,3,Abnormal,No,1987-08-21,Others,ELO,Gravel,RH,395284,19764,9882100,2007,1987,9.88
3476,Anna Nagar,1658,2013-06-13,157,1,1,4,partial,No,1971-06-24,Commercial,ELO,No Access,RM,652034,211470,17622540,2013,1971,17.62
3477,KK Nagar,2034,2011-11-09,18,3,2,5,Normal Sale,Yes,2001-09-13,House,All Pub,Gravel,RM,641170,115411,12823400,2011,2001,12.82
3478,Anna Nagar,1899,2007-07-31,49,2,1,5,partial,Yes,1978-07-08,House,ELO,No Access,RL,462916,175157,12511230,2007,1978,12.51
3479,KK Nagar,1621,2008-09-18,93,2,1,4,Adj Land,Yes,1995-09-22,Commercial,No Sewage,Gravel,RM,518332,210572,16197860,2008,1995,16.2
3480,Velachery,1660,2010-09-01,107,2,1,4,Family,Yes,1999-12-01,Others,No Sewage,Paved,C,344530,65181,9311620,2010,1999,9.31
3481,Karapakkam,1037,2010-02-26,130,1,1,3,Abnormal,Yes,1960-10-03,Commercial,All Pub,Gravel,A,266987,186082,8090500,2010,1960,8.09
3482,Chrompet,868,2014-10-09,171,1,1,3,Family,No,2007-12-09,Others,No Sewage,No Access,RL,189725,75890,7589010,2014,2007,7.59
3483,Karapakkam,783,2010-07-16,174,1,1,2,partial,Yes,1963-07-28,House,All Pub,Paved,RM,276968,113628,7101750,2010,1963,7.1
3484,Velachery,1642,2007-08-06,87,2,1,4,Adj Land,No,1979-06-15,Commercial,No Sewage,Gravel,RM,613616,107383,15340410,2007,1979,15.34
3485,Anna Nagar,1618,2008-12-19,158,1,1,4,Normal Sale,Yes,1980-12-26,House,No Sewage,No Access,RH,287048,88322,11040310,2008,1980,11.04
3486,Velachery,1645,2006-02-23,186,2,1,4,Abnormal,No,1962-06-03,House,No Sewage,Gravel,RL,325060,74299,9287430,2006,1962,9.29
3487,Karapakkam,1150,2011-12-18,103,1,1,3,Family,No,1991-12-23,Others,No Sewage,No Access,C,219311,56103,5100250,2011,1991,5.1
3488,KK Nagar,2186,2012-04-02,18,3,2,5,Abnormal,Yes,1997-07-02,Others,All Pub,Gravel,RM,478999,197235,14088220,2012,1997,14.09
3489,Velachery,1911,2004-07-11,162,3,2,5,Family,No,1951-11-21,Commercial,No Sewage,Gravel,RL,467076,249107,15569210,2004,1951,15.57
3490,Chrompet,1058,2006-10-22,19,1,1,3,partial,Yes,1971-10-31,House,No Sewage,No Access,RH,233915,120730,7545650,2006,1971,7.55
3491,T Nagar,1720,2014-11-21,80,1,1,4,Family,Yes,1981-11-29,House,All Pub,No Access,RL,387948,109110,12123360,2014,1981,12.12
3492,KK Nagar,1719,2009-10-03,96,2,1,4,partial,Yes,1999-03-13,House,No Sewage,Paved,RM,339917,95602,10622400,2009,1999,10.62
3493,Chrompet,1191,2012-06-18,102,1,1,3,partial,Yes,1972-06-28,Commercial,All Pub,Paved,RH,333890,93489,13355600,2012,1972,13.36
3494,Anna Nagar,1903,2006-12-16,183,2,1,5,Family,No,1979-12-23,Others,No Sewage,No Access,RL,474897,171491,13191580,2006,1979,13.19
3495,Chrompet,1039,2007-10-23,28,1,1,3,Abnormal,Yes,1981-10-29,House,All Pub,No Access,RL,218593,69950,8743700,2007,1981,8.74
3496,Adyar,816,2010-05-12,21,1,1,3,Abnormal,No,1997-08-12,House,ELO,Gravel,A,229692,17227,5742295,2010,1997,5.74
3497,T Nagar,1848,2010-06-24,113,2,1,5,Normal Sale,Yes,1987-06-30,Commercial,No Sewage,Paved,RM,770779,374378,22022260,2010,1987,22.02
3498,Adyar,931,2011-06-29,195,1,1,3,Family,No,2003-01-07,Commercial,ELO,No Access,RH,382227,21235,10617420,2011,2003,10.62
3499,KK Nagar,2062,2008-07-13,157,3,2,5,Normal Sale,Yes,1988-07-18,House,All Pub,Paved,RH,425412,229068,10908000,2008,1988,10.91
3500,Velachery,1894,2010-12-30,14,3,2,5,Family,Yes,1984-06-01,Commercial,No Sewage,No Access,A,436488,231884,13640240,2010,1984,13.64
3501,Karapakkam,1474,2009-10-29,144,2,2,4,Family,No,1984-04-11,Others,No Sewage,Gravel,I,268643,69080,7675500,2009,1984,7.68
3502,Karapakkam,968,2010-10-28,186,1,1,3,partial,No,1998-10-31,House,No Sewage,No Access,RL,290050,52209,5801000,2010,1998,5.8
3503,T Nagar,1827,2008-02-16,73,2,1,5,Normal Sale,No,1994-02-19,House,No Sewage,Paved,RM,450795,212139,13258680,2008,1994,13.26
3504,Chrompet,709,2013-07-11,48,1,1,2,Normal Sale,No,1998-11-11,House,No Sewage,Paved,RM,237970,122823,7676450,2013,1998,7.68
3505,Anna Nagar,1983,2013-02-17,73,2,1,5,Abnormal,Yes,1984-02-25,Others,No Sewage,Paved,RH,379689,262862,14603420,2013,1984,14.6
3506,KK Nagar,1464,2008-09-03,67,2,1,4,partial,No,1995-03-13,Commercial,All Pub,Paved,RH,456367,96077,12009660,2008,1995,12.01
3507,Adyar,1290,2009-02-11,108,2,2,4,Adj Land,No,1982-09-11,Others,All Pub,Paved,A,264914,85456,8545605,2009,1982,8.55
3508,Karapakkam,558,2011-01-06,129,1,1,2,Family,Yes,1969-11-06,Commercial,ELO,Gravel,RL,336196,156370,7818500,2011,1969,7.82
3509,KK Nagar,1863,2011-10-21,175,3,2,5,Adj Land,No,2003-10-23,Others,All Pub,Paved,RM,441596,155155,11935020,2011,2003,11.94
3510,Adyar,1199,2007-10-25,39,1,1,3,Abnormal,Yes,1976-01-11,Commercial,All Pub,No Access,C,502763,50276,12569065,2007,1976,12.57
3511,T Nagar,1631,2007-10-21,35,1,1,4,Normal Sale,Yes,1967-10-31,Commercial,All Pub,Gravel,RH,649092,305455,19090950,2007,1967,19.09
3512,Velachery,1576,2005-07-16,169,2,1,4,Family,Yes,1981-07-22,Others,No Sewage,No Access,A,309605,69661,7740130,2005,1981,7.74
3513,Chrompet,1148,2013-02-23,82,1,1,3,Abnormal,Yes,1985-02-03,Others,ELO,Gravel,RM,321168,177196,11074760,2013,1985,11.07
3514,Anna Nagar,1792,2010-05-02,62,1,1,4,Normal Sale,Yes,2003-07-02,Commercial,ELO,Paved,RL,708009,229062,20823790,2010,2003,20.82
3515,T Nagar,1808,2014-08-02,154,2,1,5,Family,No,1997-12-02,House,No Sewage,Gravel,RL,348123,116041,12893440,2014,1997,12.89
3516,T Nagar,1877,2013-02-13,131,2,1,5,Abnormal,No,2001-02-16,House,All Pub,Gravel,RL,529436,190054,13575290,2013,2001,13.58
3517,Velachery,1760,2009-09-11,108,2,1,4,Adj Land,Yes,2004-10-11,Others,No Sewage,Paved,RM,476702,188172,12544800,2009,2004,12.54
3518,Chrompet,966,2011-10-30,163,1,1,3,partial,No,1975-08-11,Commercial,No Sewage,Paved,RH,292841,135962,10458600,2011,1975,10.46
3519,Karapakkam,979,2011-12-17,85,1,1,3,Adj Land,Yes,1971-12-27,Others,No Sewage,Gravel,RH,324980,154753,7737625,2011,1971,7.74
3520,Chrompet,1044,2008-10-19,166,1,1,3,Family,No,2000-10-21,House,All Pub,Paved,RL,232087,146129,8595800,2008,2000,8.6
3521,Adyar,1180,2009-10-25,69,1,1,3,Family,No,1993-10-29,Commercial,All Pub,Paved,RL,495815,28332,14166140,2009,1993,14.17
3522,Chrompet,1095,2013-02-10,79,1,1,3,partial,Yes,1979-11-10,Others,No Sewage,Gravel,RL,326709,132725,10209650,2013,1979,10.21
3523,Chrompet,1202,2007-05-21,149,2,1,4,Adj Land,No,2003-05-22,Others,All Pub,No Access,RM,292010,73003,10428940,2007,2003,10.43
3524,Adyar,691,2009-04-03,77,1,1,2,Normal Sale,Yes,1982-11-03,Commercial,ELO,Gravel,I,379506,129831,9987005,2009,1982,9.99
